image_filename,final_country,final_city,final_place,date,description,transcription,reason,landmarks_identified,historical_record_uuid,,,,,,,,,,,,,
567d4496-08f3-5581-adec-933ccf39af87.jpg,Austria,Graz,Schlossberg Jubiläumssteig,1930s,"Black-and-white postcard view over the tiled rooftops and church towers of a historic European city, seen from a rocky hillside with a long, stepped path and railings climbing the slope. At the bottom edge, a caption identifies the location.",GRAZ - SCHLOSSBERG - JUBILÄUMSSTEIG,"The printed caption clearly states 'GRAZ - SCHLOSSBERG - JUBILÄUMSSTEIG'. Schlossberg is the well-known hill in Graz, Austria, and the Jubiläumssteig is a stairway there. The architecture and printing style, along with the sepia-toned black-and-white photograph and border, resemble Central European tourist postcards from around the 1930s. The scene is primarily the hillside stairway and cityscape rather than a single building, hence classified mainly as 'others', with city towers and central square visible in the background.",,293f479d-48ca-5bb9-99d7-85c6367f2e60,,,,,,,,,,,,,
567dcacc-5efd-5e08-9117-f3478cea277b.jpg,Romania,Bucharest,"Muzeul Theodor Aman, 8 C.A. Rosetti Street",1970s,"Front shows a reproduction of a painting of an opulent 19th‑century artist's studio packed with framed artworks, ornate woodwork and furniture; an artist works at an easel while elegantly dressed figures sit and a child plays on the floor. The reverse has Romanian text naming the Theodor Aman Museum in Bucharest and address fields.","MUZEUL DE ISTORIE SI ARTA AL MUNICIPIU-
LUI BUCURESTI
Muzeul Theodor Aman, str. C. A. Rosetti, 8
Th. Aman: ""Interior de atelier""
I. P. ARTA GRAFICA
Destinatar
Strada ________ Nr ____
Blocul ____ Scara ____ Etajul ____ Apart ____
Sectorul ____ judetul ____
CODUL   LOCALITATEA
Tara de destinatie
Lei 1,50","The reverse text is in Romanian and explicitly mentions the Theodor Aman Museum in Bucharest with its address. The publisher mark ""I. P. ARTA GRAFICA"" and the printed price in lei (Lei 1,50) match Romanian state-printed postcards from the socialist era, suggesting a 1970s issue.",,f1e785bc-0d2d-59f9-bdeb-87f027317340,,,,,,,,,,,,,
567f8cd4-7f78-5f80-9333-1054cd1d1baa.jpg,Sweden,Halmstad,Stationsgatan,1900s,"The postcard is a black-and-white photograph of a street scene from the early 20th century, showing a group of people (including several children) standing on a cobbled street lined with multi-story buildings. There is a sign above one of the doorways and period clothing is visible. The postcard contains printed Swedish text, including a date and street name.",Foto Joh. Hallberg. Imp. Bergström & Lindblads Boktr. Halmstad 31/3. Stationsgatan. Minne af Heimdalsförbundets Årsmöte i Halmstad 30�?1 Mars 1902.,"The text is in Swedish and mentions Halmstad, a city in Sweden. It also references 'Stationsgatan', a known street in Halmstad. The style of buildings, clothing, and the specific date on the card (1902) indicate an early 1900s period. There are no famous monuments or religious buildings visible, just a city street, so 'others' was marked as landmark type.",,eceedd59-6753-5a92-a711-7c39f43aa704,,,,,,,,,,,,,
5680b6ad-ecde-5b3a-a35c-5dc866b6e1a5.jpg,Germany,Kronach,Festung Rosenberg,1920s,"A black and white image showing a large, historic castle or fortress situated atop a densely forested hill. The structure is framed by leafy trees in the foreground, giving the impression of being viewed from within the woods. The central building complex features a tall, pointed tower and several other prominent structures, suggesting medieval or Renaissance origins.",,"The architecture, particularly the prominent central tower and the overall hilltop fortification style, is typical of German castles. The setting and structure closely resemble Festung Rosenberg in Kronach, Germany, a well-preserved fortress known for its forested surroundings. The black and white photographic style and the framing suggest an early 20th-century postcard. No visible text is present to provide more specific information, but the visual cues are strong indicators of German origin and the specific castle.",,dc90c5bf-a547-5bd7-9ae4-b8d1970cbe7c,,,,,,,,,,,,,
5686342a-4f31-5292-826c-6d2bd1a29a7e.jpg,Bulgaria,Varna,Varna Harbour,1910s,"An old, tinted postcard-style photograph showing a white steamship named ""Nadejda"" trapped or moving among ice in a harbor. Several men in long coats and naval uniforms stand and walk on the frozen surface near the ship. Buildings of a port city are faintly visible in the background. Printed captions appear at the top in Cyrillic and French.","""Надежда"" между ледътъ въ пристанището.
""Nadejda"" entre les glaces au port.","The Cyrillic caption uses pre‑reform Bulgarian orthography (with the hard sign ъ at the end of words), and the ship name ""Nadejda"" (meaning ""Hope"") matches a known Bulgarian naval vessel from the early 20th century. The bilingual Bulgarian–French caption suggests a Black Sea port in a country where French was widely used for international communication; Varna was Bulgaria’s principal naval port at that time, and period images of the Bulgarian ship Nadejda in ice at Varna’s harbor closely resemble this scene. The sepia tint, printing style, and uniforms indicate an early 20th‑century postcard, likely around the 1910s.",,2498f778-49ab-59bf-9f70-0117f2cc61be,,,,,,,,,,,,,
568a75a9-457d-54be-81d3-8b866d1eca26.jpg,Germany,Colditz,Badergasse,1900s,"Vintage monochrome postcard showing a cobblestone street lined with two- and three‑story buildings, shutters on the windows, horse‑drawn carriages and a few people. In the background, on a hill above the town, stands a large castle-like complex with a prominent tower. The caption at the bottom identifies the scene as a street view (Badgasse) in Colditz, and the publisher information appears below.","Colditz. Badgasse.
2990 Brück & Sohn, Meissen,","The image layout, printed caption, and publisher credit strongly indicate a postcard. The German words 'Colditz' and 'Badgasse' (a typical German street name) and the printer 'Brück & Sohn, Meissen' place it in Saxony, Germany. The large building on the hill matches the appearance and position of Colditz Castle relative to the town streets. The horse-drawn vehicles, clothing styles, and early photographic-print style resemble European postcards from the early 20th century, around the 1900s.",Colditz Castle (https://www.wikidata.org/wiki/Q679115),70f0590a-56c1-51c9-bfbb-8e44362a7754,,,,,,,,,,,,,
56904125-7153-5977-bc4d-eb8dd708fd22.jpg,Finland,Naantali,Naantali harbour and Kultaranta (Gullranda),1900s,"Vintage black‑and‑white postcard showing a small harbor with wooden piers, several rowing boats in the foreground, sailing boats and a steamship in the background. A man stands on the pier looking toward the water. Buildings and forested shoreline are visible across the bay. Printed captions in Swedish identify the place, and there is cursive handwritten text across the bottom.","Nådendal
Hamnen och Gullranda.
Emil Förste, Åbo.
Onnea uudelle alka-
neelle [vuodelle] toivottavat: A?una, Aune
jä Oskar i Tervo.","The printed caption 'Nådendal' is the Swedish name for Naantali in Finland, and 'Hamnen och Gullranda' means 'The harbour and Kultaranta', a well‑known area/estate near Naantali. The publisher line 'Emil Förste, Åbo' uses the Swedish name Åbo for Turku, a Finnish city, confirming Finnish origin. The mixed Swedish and Finnish text and the style of boats and clothing suggest an early 20th‑century postcard, likely around the 1900s.",,16b8a162-874e-5f93-82f5-2c5569eb84c2,,,,,,,,,,,,,
569cc04d-dfe7-564a-829e-30503f773573.jpg,Croatia,Sisak,Hotel Veliki Kaptol,1890s,"Sepia-toned vintage postcard showing a riverside scene with a two‑storey building labeled ""Hotel Vel Kaptol"" in the foreground, a tree‑lined road along a river with a horse‑drawn carriage, and a town with a bridge in the background. The lower margin prints the captions ""Hotel »Vel Kaptol.«"" and ""Novi Sisak."" The left margin reads ""Knjiga s. Jünker, Sisak."" The bottom portion is filled with handwritten cursive text and a dated note.","Hotel »Vel Kaptol.«
Novi Sisak.
Knjiga s. Jünker, Sisak. 89. 147.
[handwritten cursive text, partially legible]
10/8 1899","The printed captions explicitly mention ""Novi Sisak"" and ""Sisak,"" which is a city in modern Croatia. The language in the captions and handwriting is Croatian (or closely related), and the publisher line ""Knjiga s. Jünker, Sisak"" further anchors the origin to Sisak. The image focuses on a named hotel (Hotel Vel Kaptol) on the riverside rather than a religious or governmental landmark, so it is categorized as 'others'. The style, printing, and handwritten date �?0/8 1899�?indicate a postcard from the 1890s.",,01efb760-0639-53e8-8f20-fc8cde137c51,,,,,,,,,,,,,
569ea564-699e-5944-b00d-07016a55a113.jpg,Germany,Bad Pyrmont,Helenenquelle,1930s,"The postcard features a sepia-toned photograph of a pavilion-like structure surrounded by trees and benches, with a covered walkway extending from the building. The caption at the bottom of the image reads 'Bad Pyrmont Helenenquelle.' The reverse side includes handwritten German text, a German stamp, a Museum im Schloss Bad Pyrmont logo, and address lines.","Bad Pyrmont Helenenquelle
MUSEUM IM SCHLOSS BAD PYRMONT
Liebe Frau Banningarten! Die besten Grüße aus dem wunderschönen Badort sendet Ihre ...
Frau Bannengarten
Braunschweig
Göttingerstr. 22
Kohlensäure-Stahl-Sol-u Moorsäuer. Bad Pyrmont.
Carl Matzkahn Bad Pyrmont
3280
1512
e 4617
PAS00124
8 8 00","The caption and address both refer to Bad Pyrmont, a well-known spa town in Germany. The place 'Helenenquelle' is a historic spa spring there. The German language, stamp, and address confirm German origin. The sepia photo and handwriting style suggest the postcard is from the 1930s.",,c05ee730-62c3-5119-a4ea-84333a5bcc2d,,,,,,,,,,,,,
56aadc67-0735-5375-abed-1cc86cf42a69.jpg,Greece,Piraeus,Port of Piraeus,1900s,"The image shows an old waterfront scene with many boats and ships docked in a harbor. The view is depicted in vintage, muted colors typical of early colorized postcards. There is busy port activity with carts and people visible along the dock. In the background, there are hills or low mountains across the water. The postcard has inscriptions in both Greek and French at the top and a watermark with a website at the bottom.",Ο Λιμήν Πειραιώς  Le Port du Pirée  www.elia.org.gr,"The bilingual text (Greek and French) identifies the location as 'Le Port du Pirée' (The Port of Piraeus) and 'Ο Λιμήν Πειραιώς' (Piraeus Port) in Greece. The style and coloration indicate an early 20th century postcard. Piraeus is the well-known port city serving Athens, Greece.",,e71df98f-d17c-5a0d-9092-b7ff4f636ba1,,,,,,,,,,,,,
56ad3e7c-3960-5cf0-9ca3-cd8a7274f6a0.jpg,Romania,Sinaia,Peleș Castle,1900s,"Sepia-toned vintage postcard. Front shows Peleș Castle surrounded by forested hills in Sinaia, with a person working in the foreground. Red captions read ""Castelul Peleș"" and ""Sinaia."" The reverse has printed heading ""UNION POSTALE UNIVERSELLE �?ROMÂNIA �?CARTA POSTALA"" with dotted address lines.","UNION POSTALE UNIVERSELLE
ROMÂNIA
CARTA POSTALA
Castelul Peleș
Sinaia","The captions explicitly name Castelul Peleș and Sinaia, confirming the location in Romania. The back uses French UPU heading and Romanian wording, typical of Romanian postcards from the early 20th century. The undivided address back and sepia print style suggest a pre�?910 era, hence the 1900s.",Castelul Peleș (https://www.wikidata.org/wiki/Q917702),d0e283bf-9347-50e5-9bac-c649bb4d2804,,,,,,,,,,,,,
56adaf76-2b78-5916-8716-6c11242c369d.jpg,Estonia,Valga,Kuperjanovi tänav,1910s,"An old monochrome postcard showing a cobblestone street lined with low wooden and brick houses, telegraph poles, and a few pedestrians. Larger multi‑storey buildings rise toward the background on a gentle incline. The caption at the top right reads ""Walk. Kuperjanowi tänaw"". The style suggests an early�?0th‑century Baltic town scene.",Walk. Kuperjanowi tänaw,"The caption uses the historical German name “Walk�?for the town now known in Estonian as Valga on the Estonia–Latvia border. The Estonian word “tänaw�?(modern spelling tänav) means ‘street�? and “Kuperjanowi�?corresponds to today’s Kuperjanovi tänav in Valga, named after Estonian officer Julius Kuperjanov. The architecture, cobblestone street, and telegraph poles indicate a pre‑WWI or interwar era, so the postcard most likely dates to the 1910s.",,80547546-e8c6-5bec-a2e7-d973fab8b003,,,,,,,,,,,,,
56b14a51-55a7-5833-a4dd-cbaa68edbf74.jpg,Sweden,Rydöbruk,Rydöbruk railway station,1910s,"A black‑and‑white vintage postcard showing a small rural railway station complex. In the foreground are several parallel train tracks and a dirt platform. To the right stands a wooden station building with a gabled roof, chimney, and decorative window frames; a small enclosed porch projects from the façade. To the left is a separate wooden shed or goods building. A few people, including a child, stand near the buildings. Forested countryside fills the distant background. At the top of the image there is printed caption text in Swedish.","Järnvägsstationen, Rydöbruk.","The caption is Swedish: 'Järnvägsstationen, Rydöbruk.' translates to 'The railway station, Rydöbruk.' Rydöbruk is a locality in Sweden. The architecture (wooden rural station building), clothing style of the people, and printing style of the caption suggest an early 20th‑century postcard, likely around the 1910s. The main subject is a railway station, which fits best under 'others' among the given landmark types.",,16c42e80-862d-5f83-b74b-e1518cedb6de,,,,,,,,,,,,,
56b8df3b-83ed-5ffd-8f95-60243fd2874b.jpg,Spain,Seville,"Real Alcázar de Sevilla, Salón de Embajadores (view toward the door to Salon Carlos V)",1910s,"Color postcard showing a richly decorated interior in Mudéjar style: carved stucco arches, slender columns, and walls covered with intricate geometric tilework. At the bottom there is printed red text in Spanish identifying the view, and dark handwritten ink message over part of the floor area.","Sevilla. Alcazar Vista desde el Salon de Embajadores a la puerta del Salon Carlos V.
Las saluda
[signed, illegible]
M.C.D.2020","The printed caption clearly states 'Sevilla. Alcazar Vista desde el Salon de Embajadores a la puerta del Salon Carlos V', which identifies the Real Alcázar of Seville and the specific room (Salón de Embajadores). The architectural details match this Mudéjar palace. The style of the colorized print, typography, and handwriting suggests an early 20th‑century postcard, approximately from the 1910s.",Alcázar (https://www.wikidata.org/wiki/Q498261),d77baf4b-57f9-5526-9e76-3ddeff13d53f,,,,,,,,,,,,,
56bd5d90-caa8-5b93-a481-3de328c4acfb.jpg,Germany,Wermsdorf,Horstsee,1920s,"Black‑and‑white postcard showing a lively bathing scene at a lake. Many people in early 20th‑century swimwear are swimming and wading in the water, while two people are in a small rowing boat in the foreground. A long wooden pier on stilts stretches across the mid‑ground with figures standing and walking on it. Trees and low shoreline are visible in the distance. The caption at the bottom right reads ""Wermsdorf - Bad Horstsee.""",Wermsdorf - Bad Horstsee,"The caption explicitly names Wermsdorf and Bad Horstsee. Wermsdorf is a municipality in Saxony, Germany, and Horstsee is a known nearby lake used as a bathing area, making Germany and Wermsdorf the likely origin. The clothing style, swimwear, and monochrome printing suggest an interwar period postcard, roughly the 1920s. The scene depicts a lakeside bathing area and pier, which fits natural_landscape plus a recreational facility that does not fall into the other landmark categories.",,9e50a292-6c7c-590a-80e7-ec04b575202f,,,,,,,,,,,,,
56c91fbd-9f00-5c50-8d4f-5cecb411d787.jpg,Finland,Haapavesi,Haapaveden kirkko (Haapavesi Church),1900s,"Vintage black-and-white postcard view of a wooden church complex in a rural lakeside landscape. The main church has a steep, hipped roof with a small belfry on top and scaffolding or ladders leaning against the roof, suggesting maintenance work. To the right stands a separate bell tower. In the foreground are fields with haystacks and a wooden fence. Finnish text is printed below the image.","Haapaveden kirkko.
Myydään Haapaveden kansanopiston hyväksi.","The text is in Finnish and explicitly says 'Haapaveden kirkko' (Haapavesi Church) and that the card is sold for the benefit of the Haapavesi folk college. Haapavesi is a town in Finland, and the wooden church with a separate belfry matches historical images of Haapavesi Church. The monochrome printing style, typography, and rural motif suggest an early 20th-century postcard, likely around the 1900s.",Haapaveden kirkko (https://www.wikidata.org/wiki/Q18658798),a0816977-d499-553c-aa52-430a8fcec86f,,,,,,,,,,,,,
56ca3b7e-190a-5dc3-8859-50d2c078cbde.jpg,Netherlands,Rotterdam,Gereformeerd Burgerweeshuis,1910s,"Colorized vintage postcard showing two young women or girls in traditional Dutch clothing, with white caps and shawls and bright red skirts over darker underdresses. One is seated on a stone bench or balustrade while holding an open book, and the other stands beside her, looking at the book. The background shows a path bordered by trees receding into the distance. At the bottom of the image there is a printed caption.","Rotterdam, Burgerweesmeisjes","The presence of a printed caption, the layout, and the colorization style strongly indicate a postcard. The caption explicitly mentions Rotterdam and the Dutch word 'Burgerweesmeisjes' (civic orphan girls), pointing to the Netherlands as the country and Rotterdam as the city. The clothing matches early-20th-century Dutch traditional dress, and the lithographic colorization and wear suggest an early 1900s production, likely around the 1910s. No specific landmark or street is identifiable; the focus is on people rather than a building or monument, so it is classified as 'others.'",,6a9e36cb-329a-506b-abf4-3f49aeec6ebd,,,,,,,,,,,,,
56cf1fa8-bc87-56dd-bf8f-ff4c41151507.jpg,Bulgaria,Varna,"Turkish Fortification (Osmanlı Kalesi), Varna",1910s,"Sepia-toned vintage photograph showing a low stone fortification or earthwork with rifle slits along the walls. A ramped dirt road leads down through a masonry archway in the center. Several people, likely soldiers or travelers, stand on the top of the wall and near the arch, dressed in early-20th‑century style. The landscape around is open and slightly hilly, with no prominent buildings in the background. A small manuscript number appears in the upper-left corner.",207,"The card is printed in a classic postcard format and style with a sepia photograph and a small handwritten index number, typical of early 20th-century postcards. The clothing of the figures and the photographic quality suggest the 1910s era. The structure appears to be a low defensive fort or redoubt with narrow firing openings and an arched gateway, but there are no distinct architectural or textual clues that firmly tie it to a specific country, city, or famous monument, so those fields are left as null.",,3ca6cce1-9dbb-54ad-9836-bb65e0320e5b,,,,,,,,,,,,,
56d2f444-4485-5e27-bf11-7b8392351c13.jpg,Sweden,Uddevalla,Bohusgården,1950s,"Black‑and‑white postcard showing an airy dining hall with wooden floors, many square tables covered with cloths, and simple wooden chairs. Large windows line the walls, looking out onto trees and landscape. Small vases with flowers sit on the tables. The bottom margin contains printed Swedish text identifying the place and the photo publisher.","Uddevalla. Stiftelsen Bohusgården. Matsalen.

Foto & Ensamrätt
A B Almquist & Cöster, Hälsingborg.

ÄKTA
FOTOGRAFI","The caption is in Swedish and names Uddevalla and the foundation Bohusgården, which is a known conference/guesthouse area in Uddevalla, Sweden. The publisher “A B Almquist & Cöster, Hälsingborg�?is a Swedish postcard company active mid�?0th century, and the style of interior, typography and black‑and‑white photographic postcard format fits roughly the 1950s. The image shows an indoor dining room rather than a classic landmark type, so it is categorized as 'others'.",,9b640364-eb70-5a17-b56f-2bafcf6ff291,,,,,,,,,,,,,
56da1754-1d88-53cc-8379-48f0ff0f1762.jpg,Latvia,Riga,"Nikolaja iela un Todlebena bulvāra stūris (Elizabetes iela, now Elizabetes Street and Krišjāņa Valdemāra Street intersection)",1910s,"Sepia-toned early 20th‑century street scene showing an open-top automobile covered in flowers and branches, carrying a uniformed driver and several women in light-colored dresses and hats. The car is part of a formal procession or celebration, with many spectators in period clothing lining a broad cobblestone street flanked by multi‑story stone buildings and trees. The architecture appears Central or Eastern European. There is a small printed mark in the lower right corner.",,"The image style and clothing indicate the 1900�?918 period, and the car model also fits the 1910s. The lower right corner contains a faint printed phrase that appears to read in Latvian. The urban architecture (multi‑story stone and brick buildings with modest ornamentation) and the broad cobblestone street are characteristic of Riga in the early 20th century. The postcard-like composition, sepia tone, and printed mark support it being a commercially produced postcard from Riga, Latvia, likely documenting a festive parade or ceremonial procession.",,f3385976-c58d-561f-902a-e2f6c1c94a25,,,,,,,,,,,,,
56e008e4-2d92-5b9c-acb6-aa38d9ed6590.jpg,Portugal,Coimbra,,1910s,"Vintage black‑and‑white studio photograph of a young man standing in profile, wearing traditional academic attire: a dark cape and formal suit, holding a book. The image is bordered by a white margin with printed Portuguese text at the bottom indicating that this is number 4 in a series and that it depicts academic dress associated with Coimbra.","N.º 4 �?TRAJE ACADEMICO
COIMBRA
Edição da Tabacaria Graça","The word 'Coimbra' and Portuguese text indicate Portugal, and Coimbra is famous for its academic traditions and black capes (traje académico) linked to the Universidade de Coimbra. The style of photography, clothing, typography, and the publisher line 'Edição da Tabacaria Graça' suggest an early 20th‑century studio postcard, likely around the 1910s. The image shows an academic costume rather than a specific building or landmark, so it is categorized as 'others'.",,cfb1edfb-e228-598c-aab2-c889cfa12c07,,,,,,,,,,,,,
56e04f53-3d2d-5ac2-bc9e-f42b10dcf36c.jpg,Greece,Kavala,Kavala Old Town (Panagia Peninsula),1930s,A black‑and‑white postcard showing a wide panoramic view of a coastal city on a bay. In the foreground are rows of low residential buildings; farther away a denser historic core extends onto a small peninsula with a fortified hill and harbor. The sea occupies the right side of the image. Large white letters in Greek spell the city's name in the lower right corner. A web address is faintly printed near the bottom edge.,"ΚΑΒΑΛΑ
www.elia.org.gr","The word “ΚΑΒΑΛΑ�?is Greek and corresponds to the seaside city of Kavala in northern Greece, which matches the depicted topography: a historic core on a peninsula with a fortified hill and harbor on the Aegean. The monochrome print, paper tone, and composition resemble interwar Greek postcards, suggesting the 1930s. No single recognizable monument or street name is clearly identifiable, so the place is left unspecified and categorized as a general cityscape/natural coastal landscape.",Kavala Fortress (https://www.wikidata.org/wiki/Q58785160),c51b2f0a-1770-5000-aff9-16b7ec90ba0e,,,,,,,,,,,,,
56e17e70-8148-5fa6-abb9-c79a4701b60e.jpg,Hungary,Pécs,Pécs Cathedral,2010s,"A color postcard showing a bright, sunny view of a large Romanesque-style cathedral with four tall towers and a greenish roof, fronted by an open square with flower beds, a statue on a pedestal, trees, benches, and surrounding historic buildings. The lower front margin bears the caption ""PÉCS"". The reverse side is mostly blank except for printed publisher information and the title of the scene.","IRÁNY PÉCS
PÉCS Székesegyház | Dom | Cathedral
TÉDÉEM Pécs Turisztikai Nonprofit Kft.   www.iranypecs.hu   Fotó © Juhász Balázs 2011","The back side includes Hungarian text and the city name ""PÉCS"" multiple times, along with the word ""Székesegyház"" (cathedral in Hungarian) and multilingual labels ""Dom | Cathedral"", clearly identifying the subject as the cathedral in Pécs, Hungary. The publisher line is in Hungarian and dated 2011, placing the postcard in the 2010s. The front image matches the well-known appearance of Pécs Cathedral and its surrounding square with a statue, indicating a religious building, public square, and monument as the main landmark types.","Pécs Cathedral (https://www.wikidata.org/wiki/Q723968), Dóm tér (https://www.wikidata.org/wiki/None)",7f6c7f2e-0c31-580b-913e-1982bd77a29c,,,,,,,,,,,,,
56e35197-0383-583b-9914-2af8138ac0e4.jpg,Italy,Malosco,"Malosco (Val di Non), with the parish church of Santa Tecla",1960s,"Color view of a small hillside town with red-tiled roofs, a tall narrow church tower with a pointed spire, and scattered houses rising up a green slope. Behind the town is a densely forested mountain under a clear blue sky. The scene suggests an Alpine or pre‑Alpine village landscape.",,"The architecture—stucco houses with red terracotta roofs and a slender campanile-style church tower—strongly resembles northern Italian Alpine or Dolomite villages. The lush green slopes and conifer-covered hills behind the town also fit that region. The color palette, print quality, and composition are characteristic of mass-produced European tourist postcards from the 1960s�?970s. However, there are no legible signs or uniquely identifiable monuments, so the exact town, street, or place cannot be determined.",,e88dc552-5964-5633-b663-e902a7013f27,,,,,,,,,,,,,
56e49452-f4f2-5306-a50e-80ed4f9066ba.jpg,France,Rouen,,1960s,"A French philatelic postcard featuring a black‑and‑white portrait of (Nicéphore) Niépce with commemorative text for the bicentenary of his birth. There is a French postage stamp and a circular cancel reading ""PHOTO ET PHILATELIE 76-ROUEN 9X66."" The reverse shows a standard postcard back with the imprint of the Club Philatélique de Rouen et Région / Ciné Photo‑Club.","COMMÉMORATION DU BI-CENTENAIRE DE LA NAISSANCE NIEPCE
7 MARS 1766
9 OCTOBRE 1966
ROUEN
PHOTO ET PHILATELIE 76-ROUEN 9X66
REPUBLIQUE FRANCAISE
POSTES
30e ANNIVERSAIRE DE L'ECOLE DE L'AIR - SALON DE PROVENCE
Carte philatélique
CLUB PHILATÉLIQUE DE ROUEN ET RÉGION
CINÉ PHOTO-CLUB","French language throughout, French stamp marked 'République Française,' circular cancel '76-ROUEN 9X66' (department 76, Rouen) and publisher imprint 'Club Philatélique de Rouen et Région' indicate a French philatelic postcard issued in Rouen in 1966.",,696dd218-1653-5d9d-8d7b-0e09592c6233,,,,,,,,,,,,,
56ef8f67-5516-5e43-bf78-3b00da756e90.jpg,Austria-Hungary,Milowitz (Milovice),Milowitz military camp (Milovice military camp),1910s,"Black‑and‑white/sepia postcard showing a brick building and several simple barracks‑style wooden houses in the background. In the foreground stands a group of Austro‑Hungarian military officers in uniform, some holding or wearing sabres, one saluting. A man in civilian clothes stands at the steps of the brick building. German text in red print at the upper right refers to Exzellenz Albert von Koller, corps commander and commanding general of the 8th Corps at the k.u.k. military camp Milowitz.","Exzellenz Albert von Koller
Korpskommandant und Kommandierender General
des 8. Korps im K. u. K. Militärlager Milowitz.","The printed red caption in German identifies Albert von Koller as commander of the 8th Corps in the k.u.k. (kaiserlich und königlich) army, which was the army of Austria‑Hungary. It explicitly mentions the 'Militärlager Milowitz', a military camp rather than a civil city landmark. The uniforms and photographic style fit the pre‑WWI / WWI era, suggesting the 1910s. The postcard clearly focuses on a military installation, so it is categorized as a government facility, with 'others' to capture its camp nature. The exact nearby city is not given in the visible text, so city is left null while the camp name is used for the place.",,7155fa0a-84b7-5071-8001-7555752f7ff5,,,,,,,,,,,,,
56f218b8-7bab-5323-81ad-1fca7a02966a.jpg,Romania,Călimănești,Casa de odihnă pe malul Oltului,1950s,"Black‑and‑white postcard showing a riverside rest house with a small tower and arched loggia, set among dense forest on the bank of the Olt River. Caption at the bottom names Călimănești and describes the house. The reverse reads ""REPUBLICA POPULARĂ ROMINĂ,"" ""CARTE POȘTALĂ,"" a printed price/issuer line, and a numeric box.","CĂLIMĂNEȘTI �?Casă de odihnă pe malul Oltului
REPUBLICA POPULARĂ ROMINĂ
CARTE POȘTALĂ
2143
C.P.C.S. Lei 1","The caption explicitly names Călimănești and the Olt River, locating it in Romania. The back uses Romanian language and the communist-era state name “Republica Populară Romînă�?(orthography with î used 1953�?964). The style, printing, and price line (C.P.C.S. Lei 1) fit a mid�?0th‑century Romanian state postcard, suggesting the 1950s.",,24026861-b535-59bd-b4c4-950b30cd6b6c,,,,,,,,,,,,,
56f664fe-63ac-5671-8728-bff3b5690b83.jpg,Germany,Schwetzingen,Schwetzingen Palace Garden �?Rheingruppe,1910s,"Colorized vintage postcard depicting a stone sculpture group of a bearded river god with flowing hair and drapery, accompanied by putti, seated on a platform in the middle of a reflective pond or lake. The statue stands in a formal palace garden with dense trees in the background at dusk. Printed German text appears at the top center identifying the location as the palace garden in Schwetzingen and the specific sculpture group.","Schwetzingen, der Schloßgarten
Rheingruppe","The printed German caption explicitly names 'Schwetzingen, der Schloßgarten' and 'Rheingruppe', which is a known fountain group in the Schwetzingen Palace garden in Germany. The typography, colorization style, and wear suggest an early 20th‑century postcard, likely around the 1910s. The subject is a sculptural fountain in a formal garden, hence classified as both garden and monument.",Schlossgarten (https://www.wikidata.org/wiki/None),c27a62b8-4dc3-5f1a-b01d-a84fcbdb3c91,,,,,,,,,,,,,
56f7ec9c-788c-55eb-99fd-b88319716f24.jpg,Czech Republic,Terezín,Terezín Mill on the Ohře River (Mühle an der Eger),1900s,"Vintage monochrome postcard showing a large multi‑story mill complex beside a river. A stone bridge with several arches crosses the water in the foreground, with many people standing along its railing. The mill buildings and bridge are reflected clearly in the calm river. Trees form a backdrop behind the structures. Printed caption text in German appears at the top right.",Theresienstadt. Mühle an der Eger.,"The layout and typography strongly resemble early 20th‑century European picture postcards. The German caption reads “Theresienstadt. Mühle an der Eger.�?Theresienstadt is the historical German name for today’s Terezín in the Czech Republic, and the Eger is the German name for the Ohře River, which runs by Terezín. The scene shows an industrial mill and an arched stone bridge over a river, matching this description. The sepia tone, printing style, and clothing of the people on the bridge suggest the early 1900s.",,29b10bbf-17d2-5f49-9000-42837c4f3cde,,,,,,,,,,,,,
56f7f38c-abee-501f-95e4-6234b6671185.jpg,Germany,Bad Pyrmont,Pension Ottomeyer,1900s,"This postcard features a black-and-white photograph of a building called 'Pension Ottomeyer', a guesthouse or boarding house, surrounded by trees and plants, with handwritten messages around the edges. The reverse side shows German handwriting, a green 5 pfennig 'Deutsches Reich' stamp postmarked from 1905, and museum details from 'Museum im Schloss Bad Pyrmont.' The overall style and content are typical of early 20th-century German postcards.","Postkarte
Museum im Schloss Bad Pyrmont.
Pension Ottomeyer.
Bad Pyrmont, den
[Handwritten German script throughout the card]
DEUTSCHES REICH","The postcard uses German text, a Deutsche Reich stamp from 1905, and was sent from Bad Pyrmont. 'Pension Ottomeyer' is specifically named and pictured. The handwriting and sepia tone are typical for postcards from the early 1900s.",,6a05f571-6a5b-577a-8fef-e09a127e4c87,,,,,,,,,,,,,
